id,name,short_name,description,sector_id,country_id,year_established,chartable,hidden,urlslug
347,"Queenex Tissue Factory (QTF)",QTF,"Queenex Tissues Factory (QTF) is a well-established sole proprietorship company and the eldest business entity of the prestigious local conglomerate, Al Hajeri International Group, headquartered in Mussafah, Abu Dhabi. Its main business activities are manufacturing, marketing and distribution of all kinds of tissue products and grades.",7,13,1978,1,0,QTF
348,"Ras Al Khaimah (RAK) Hospital","RAK Hospital","
RAK Hospital, is a private tertiary care multi specialty hospital promoted by Arabian Healthcare Group, a Joint Venture between the Government of Ras Al Khaimah, under the aegis of His Highness Sheikh Saud Bin Saqr Al Qassimi, Ruler of Ras Al Khaimah.",19,13,2007,1,0,RAK_Hospital
349,"Royal Blinds LLC","Royal Blinds","Leading Manufacturers and Suppliers of Premium Quality Blinds and External Shades.

A pioneering entity wholly owned by Al Jallaf Family, we manufacture and supply a wide range of manually operated and motorized Blinds, Curtains, Shutters, Awnings and Canopies across GCC and MENA regions.  
 We craft each product keeping the customers taste in mind to create the best innovative designs. Our dedicated 124,800 square meter production center based in the creative hub of Al Quoz, Dubai, allows us to ensure a speedy turn?around from order to delivery ensuring quality is second to none. We also have dedicated infrastructure and logistics facilities to support  projects of any scale. ",7,13,1989,1,0,Royal_Blinds
350,"Royal Jet Group LLC","Royal Jet ","Royal Jet is an award-winning international luxury flight services provider headquartered in Abu Dhabi, the capital of the United Arab Emirates (UAE). It is jointly owned by Abu Dhabi Aviation and the Presidential Flight Authority or PFA, the royal flight service.",5,13,2003,1,0,Royal_Jet
351,"Ruwais Fertilizer Industries (FERTIL)",FERTIL,"FERTIL, was established in October 1980 as a joint venture between Abu Dhabi National Oil Company (ADNOC) and TOTAL, with a shareholding ratio of 2:1 respectively. The plant is located in Ruwais Industrial Zone, about 235 km from the city of Abu Dhabi. Construction of a processing plant began in 1980 and production started in December 1983.

The prime objective behind establishing the company was to utilize the lean associated gas supplied from the onshore fields to manufacture fertilizers and to market them locally and internationally. It is comprised of one processing unit each of ammonia and urea.

",1,13,1980,1,0,FERTIL_
352,"RW Armstrong","RW Armstrong","We provide our clients with world class expertise and services that cover every stage of design and construction. Our portfolio of services includes planning & design, building design services, interior design and engineering services as well as a range of complementary services such as sustainability, ICT and project, program and construction management.",15,13,1961,1,0,RW_Armstrong
353,"Safar Travel & Tourism (Al Fahim)",Alfahim,"One of the first agencies of its kind in Abu Dhabi, Safar Travel & Tourism (formerly known as Abdul Jalil Travel Agency) is a venerable pioneer in the UAE's thriving travel sector. Established in 1966, the Agency today is the General Sales Agent (GSA) for Middle East Airlines (MEA), Cathay Pacific, Swiss International Airlines, and DragonAir, offering a wide range of travel and tourism related services with an inter-continental network of associates and representatives.",24,13,1996,1,0,Alfahim
354,"Saif Bin Darwish","Saif Bin Darwish","Saif Bin Darwish is one of the leading civil engineering and building construction contractors in UAE.They form an integral part of the Darwish Bin Ahmed and Sons group (www.dbasons.com) who represent a fully established and locally owned series of business groups for over 40 years across 4 continents in more than 50 countries. Within the group are wholly independent, dedicated and professional business companies trading, either separately or as a joint venture partner for the sole agency of MAN (Trucks and Buses) within the UAE, heavy equipment and parts, tyres and hydraulics through United Motors & Heavy Equipment in JAFZA, Dubai (www.utdmotors.com) and Air-conditioning & heating (www.ahicarrier.com) through a partnership with Carrier.

Saif Bin Darwish has been one of the leading integrated infrastructure construction contractors providing their services across road construction, building construction, bridge construction, infrastructure, civil engineering, tunneling, quarrying, equipment rental and transport.

The Group is an affiliated member of BUILDSAFE UAE. Saif Bin Darwish is also fully accredited and registered to ISO 9001 (Quality), OHSAS 18001 (Health & Safety) and ISO 14001 (Environment) through Lloyd’s Register Quality Assurance (LRQA).",18,13,1990,1,0,Saif_Bin_Darwish
355,"Abu Dhabi Health Services Company (SEHA)",SEHA,"The Abu Dhabi Health Services Company is an independent public joint stock company that owns and operates all public hospitals and clinics across the emirate. ‘SEHA’ is a phonetic rendering of the Arabic word for health.
 
The company was established by Emiri Decree No 10 of 2007 and is a leading participant in the reform of Abu Dhabi’s healthcare sector. The reform seeks to upgrade and improve healthcare delivery to the public at a level comparable to the finest healthcare systems in the world. The program began by separating management and regulation – SEHA assumed responsibility for public healthcare centers and hospitals, while Health Authority-Abu Dhabi (HA-AD) was established to regulate the public and private sectors. The two organizations replaced the General Authority for Health Services (GAHS), previously responsible for both roles.",19,13,2007,1,0,SEHA
356,"SEHA Dialysis Centre (SDS)",SDS,"
SEHA Dialysis Services (SDS) brings together all dialysis activities within the Emirate of Abu Dhabi through a network of clinics that serve urban areas and remote communities. Outpatient hemodialysis clinics are open six days a week and care for the requirements of about 1000 patients, each of whom needs to have three treatments a week, equating to about 140,000 treatments annually. About 40 patients are treated with peritoneal dialysis.

 

The SDS network comprises clinics at eleven SEHA hospitals located across the Emirate of Abu Dhabi: Sheikh Khalifa Medical City, Mafraq, Al Rahba, Tawam, Al Ain, Al Wagan, Madinat Zayed, Ghayathi, Al Marfa, Al Sila, and Delma Island.",19,13,2007,1,0,SDS
357,"Sharjah Islamic Bank (SIB)",SIB,"Sharjah Islamic Bank (SIB) provides banking services to individuals and companies. An Amiri decree; released by His Highness Dr. Sheikh Sultan Bin Mohamed Al Qassimi the member of the Supreme Council & Ruler of Sharjah, was issued to launch & green-light the bank’s expedition. The bank was originally founded as National Bank of Sharjah and was suited the first bank to convert to Islamic Banking in 2002.
 
The revolutionizing from commercial banking to Islamic banking was a significant twist for the bank. Not only were specialized products & services modulated for customers, the banks entire organization was converted to be conventional to Islamic regulations. Now, SIB offers customers a broad range of Sharia'a compliant retail, corporate & investment services through the extensive UAE networks.",6,13,1975,1,0,SIB
358,"Sheikh Khalifa Medical City (SKMC)",SKMC,"Sheikh Khalifa Medical City (SKMC) is located in Abu Dhabi City.The flagship institution for the public health system in Abu Dhabi, SKMC has several centers of excellence and provides comprehensive services in all healthcare disciplines relevant to the needs of the community.

 

SKMC is the largest hospital in the UAE, consisting of a 586-bed tertiary hospital, 14 outpatient specialty clinics, and the Abu Dhabi Blood Bank, all of which are accredited by the Joint Commission International. SKMC is also accredited as a Cycle IV Chest Pain Center with Primary Angioplasty Intervention, having been the first outside the USA to achieve Cycle III recognition and only the 12th worldwide to do so. It is also accredited by the College of American Pathologists for its Main Laboratory and the Abu Dhabi Blood Bank. SKMC also manages a 125-bed Behavioral Sciences Pavilion and an Urgent Care Center.

 

SKMC is a member of the SEHA HealthSystem, which is responsible for managing and developing public hospitals and clinics in the Emirate of Abu Dhabi. ",19,13,2005,1,0,SKMC
359,"SHIFT Car Rental",SHIFT,"A proud member of the AWRostamani Group, SHIFT Car Rental is your all-around solution provider when it comes to leasing a car. We understand every detail and concern about the business and we ensure that we provide personalized and customized top-of-the-line solutions that suit you and your business needs.



Our sister company Arabian Automobiles gives us the extra competitive edge in the market. They are authorized distributors of Nissan, Infiniti, and Renault for Dubai and the Northern Emirates. Together, we share our assets and expertise to effectively serve your needs. This helps optimizes costs, energy, and effort -- giving you more value for your money and saving for your business.



Helping us offer world-class service is our keen focus on innovative technology. We are always looking for the most groundbreaking ways to service our clients best. This dedicated web portal, which is connected to our high-speed and state-of-the-art servers, help make communication and collaboration with our valued corporate clients effortless and effective.



We aim to exceed your expectations here at Shift Car Rental. With our competitive pricing, you get more value-added services that only the best car leasing company can offer.

Committed to providing our customers with quality car rental and leasing experience, SHIFT offers reliable service guided by our core values of Integrity, Commitment, and Passion.


SHIFT Car Rental is an ISO company and is the recipient of the SKEA (Sheikh Khalifa Excellence Award) and DQAP (Dubai Quality Appreciation Programme) Award, and is the only car rental company to have won both awards. We owe this success to our latest achievement with you. We hope this will be one of many to come.",5,13,2008,1,0,SHIFT
360,"S.K.M Air Conditioninig LLC",SKM,"SKM Air Conditioning is a premier name in the Air conditioning industry, known for its indigenously designed and engineered Air conditioning Equipment.",7,13,1974,1,0,SKM
361,"Smart Navigation Systems","Smart Navigation","Smart Navigation Systems is United Arab Emirates based company specialized in location based solutions. ",8,13,2015,1,0,Smart_Navigation_Systems
362,"Smart Technology Services DWC LLC (Smartworld)",Smartworld,"Smartworld is a joint venture between two UAE super forces, the Middle East’s leading telecommunication services provider Etisalat and the world’s first purpose-built aerotropolis Dubai South.

Established in 2008, Smartworld has continuously been offering UAE organizations critical support with digital planning, implementation, and operation services and solutions. The semi-government systems integrator uses cutting-edge technological resources to contribute to infrastructural and economic developments in the country.",8,13,2008,1,1,Smartworld
363,"Spark Security Services ","Spark Security","Spark Security is the largest locally-owned security company that offers a variety of on-site manned services tailored to meet all of our client’s security needs. We work closely with each client to explore, identify and determine that best approach to providing quality service at a price you can afford.

We are licensed by UAE federal regulatory body, the Auxiliray Security Services for Abu Dhabi and Private Security Companies Organization Dept. for Northern Emirates at the Ministry of Interior, and all our guards, supervisors, trainers and managers are 100% compliant with the stringent requirements monitored by the Abu Dhabi Police and others.

To reduce risk, businesses must be aware and prepared. As experts in today’s security challenges, Spark prepares its clients and employees — for all possibilities.",15,13,1993,1,0,Spark_Security
364,"Star Services LLC","Star Services","Star Services LLC is the largest recruitment consultant in UAE.",15,13,2015,1,0,Star_Services
365,"Strata Manufactruing PJSC",STRATA,"Strata Manufacturing PJSC (STRATA) is a composite aero-structures manufacturing facility based in the heart of Nibras Al Ain Aerospace, Al Ain, United Arab Emirates. The company was established in 2009, with production beginning in 2010. Strata has partnerships with the world’s leading aircraft manufacturers such as Airbus, Boeing and Leonardo-Finmeccanica Aero-structures Division as well as a Tier one supplier to FACC AG, SAAB and S.A.B.C.A.

Strata is wholly owned by Mubadala Investment Company PJSC (Mubadala), the Abu Dhabi-based investment and development company and is part of the Aerospace & Engineering Services platform that aims to advance the development of a leading aerospace hub in Abu Dhabi.

",7,13,2009,1,0,STRATA
366,"Sundus Recruitment Sevices LLC",Sundus,"Sundus is a leading Recruitment and Outsourcing company in UAE,with a market presence since 1998. Sundus is a 100% Emirati Owned and managed company and is supported by a highly diversified international team with extensive experience in Human Resource Management. Sundus is a fully compliant business holding ‘On Demand Labour Supply (ODLS)’ licenses inthe Emirates of Abu Dhabi and Dubai, which gives it a pan UAE outreach. Additionally Sundus also hold a license to provide Executive Search and Manpower Supply services. Sundus is an ISO 9001 certified company that proves its strong commitment to Quality.",15,13,1998,1,0,Sundus
367,Tabreed,Tabreed,"Tabreed currently delivers over 1 million refrigeration tons of cooling, across 73 plants located throughout the region, cooling iconic infrastructure projects such as Sheikh Zayed Grand Mosque, Cleveland Clinic, Ferrari World, Yas Mall, Aldar HQ, Etihad Towers, Marina Mall, World Trade Center in Abu Dhabi featuring the Burj Mohammed Bin Rashid, Dubai Metro, Dubai Parks & Resorts, and the Jabal Omar Development in the Holy City of Mecca, alongside several other hotels, hospitals, residential and commercial towers.",12,13,1998,1,0,Tabreed
368,"TASC Outsourcing",TASC,"TASC Outsourcing is a staffing and managed services company of the Middle East headquartered in Dubai, UAE.",15,13,2007,1,0,TASC
369,"Tawam Hospital","Tawam Hospital","Tawam Hospital is the largest Academic Tertiary Care Teaching Hospital in Al Ain.",19,13,1979,1,0,Tawam_Hospital
370,"Tecon Limited",TECON,"Tecon Limited, which is a part of the Al Batha Group one of the biggest group of companies in the UAE owned by Shaikh Ahmed bin Mohammed Al Qassimi, Shaikh Salem bin Mohammed Al Qassimi and Shaikh Sultan bin Mohammed Al Qassimi. 

Tecon is supplier Light fitting, Lightning Protection, Earthing, Cables, Emergency Lighting and providing services in the field of Maintenance Contracts of Fire Alarm & Central Battery System, Installation of Fire Alarms & Fire Fighting systems etc since last 35 years. 

Our Principal Companies include Whitecroft Lighting-UK, Havells- Sylvania Lighting-UK, Cooper and many other well known companies from all over the world. 

We have a long list of Government & Private Clients including Etisalat, Burj Al Arab, Emirates Towers-Dubai and Many more.",12,13,1975,1,0,TECON
371,"The Kanoo Group- Travel Division","Kanoo Travel","Kanoo Travel is the market leader in Middle East travel services, delivering new products and opportunities to travelers across the region.

The Kanoo family's involvement in air travel goes back to 1935 when the company provided refueling facilities in Bahrain for Imperial Airways seaplanes en route to India and Australia.

In 1937 Kanoo Travel became the first IATA agency in the Gulf and in 1997 they became the first travel company in the Middle East to receive ISO certification.

With a network of offices in Bahrain, Saudi Arabia, United Arab Emirates, Oman and Qatar, Kanoo Travel offers a unique level of geographical spread to its valued corporate and retail clients in the gulf. In addition, The Kanoo Group has also entered into the Egypt travel market in partnership with American Express Travel Services Egypt and recently acquired a strong network of retail travel and foreign exchange shops in United Kingdom and France.

Kanoo Travel provides specialized solutions that offer the most comprehensive and trusted selection of services in the travel industry.",24,13,1937,1,0,Kanoo_Travel
372,"Thumbay Hospital Ajman","Thumbay Hospital Ajman","Thumbay Hospital Ajman is one of the leading private medical providers in UAE with highly qualified professionals and cutting-edge technology.",19,13,1998,1,0,Thumbay_Hospital_Ajman
373,"Thumbay Hospital Dubai","Thumbay Hospital Dubai","With our Hospitals and Medical Centre in Ajman, Fujairah, Sharjah, Dubai and Hyderabad (India), Thumbay Chain of Hospitals is one of the largest healthcare providers in the region. The group focuses on three pillars Education, wide rangingHealthcare and Research. At Thumbay Hospitals we aim to provide exceptional quality of care with latest technology, highly skilled medical work force from 20 nationalities, speaking more than 50 languages, treating our guests from more than 175 nationalities worldwide with warm Arabian Hospitality.The hospital is managed by qualified process wide-ranging experience in hospital management.",19,13,1998,1,0,Thumbay_Hospital_Dubai
374,"Thumbay Hospital Fujairah","Thumbay Hospital Fujairah","With our Hospitals and Medical Centre in Ajman, Fujairah, Sharjah, Dubai and Hyderabad (India), Thumbay Chain of Hospitals is one of the largest healthcare providers in the region. The group focuses on three pillars Education, wide rangingHealthcare and Research. At Thumbay Hospitals we aim to provide exceptional quality of care with latest technology, highly skilled medical work force from 20 nationalities, speaking more than 50 languages, treating our guests from more than 175 nationalities worldwide with warm Arabian Hospitality.The hospital is managed by qualified process wide-ranging experience in hospital management.",19,13,1998,1,0,Thumbay_Hospital_Fujairah
375,"Transguard Group",Transguard,"Transguard Group was established in 2001 and has diversified significantly, now leading in the fields of Cash Services, Security Services, Manpower Services and Integrated Facility Services. Transguard is the UAE’s most trusted business support and outsourcing provider and has a large, dynamic and culturally diverse workforce numbering in excess of 65,000 people.",15,13,2001,1,0,Transguard
376,"Transguard Cash Deposit Centre (CDC)",CDC,"Transguard Cash Services is the recognised market leader in the provision of cash management and ATM services, offering complete end-to-end cash management solutions to banks, financial institutions, major retailers and corporate and VIP customers.",15,13,2001,1,0,CDC
377,"Trends Electro Mechanical Works LLC",TRENDS,"Trends Electro-Mechanical Works LLC is an Abu Dhabi based “Engineering Services Contractor” operating in the construction and building sector since 2014. Within a short span of time the firm bagged major contracts from prestigious clients. The firm’s meteoric rise is attributed to its leaders who firmly believe in excellence, creativity, innovation and sustainability concepts to deliver satisfaction to its key stakeholders.  It has an ambitious vision to be one of the top five players in the MEP Industry in UAE in five years (2016-2020).

The major focus is Electro-mechanical works and Facilities Management.  The average total number of years of experience of its key personnel in various projects across the UAE and Middle East exceeds 20 years. 

TRENDS have personnel experienced in executing large contracts with in-depth knowledge of the working & operational requirements and standards demanded by the various Authorities and their individual Departments.  High quality construction, products and services are the main objectives of the company.”",18,13,2014,1,0,TRENDS
378,"Trust Construction Establishment ","Trust Construction","TRUST CONSTRUCTION is committed to provide services, meeting And exceeding client’s requirements, and in accordance with the highest industry standards and best practices.

TRUST CONSTRUCTION believes in continual improvement in all its activities and empowers its team members to suggest improvements in the processes, which are core of TRUST CONSTRUCTION operations",18,13,2003,1,0,Trust_Construction
379,"Turbine Services & Solutions (TS&S)",TS&S,"Turbine Services & Solutions is a leading maintenance, repair and overhaul (MRO) provides for gas turbines and driven equipment.",15,13,1998,1,0,TSS
380,"Twofour54 Abu Dhabi",Twofour54,"twofour54 Abu Dhabi is a media zone located at the heart of one of the fastest growing media markets in the world with attractive economic benefits for companies, such as an easy licensing and business set-up services, 100% company ownership in a stable environment. A place where some of the biggest names in the industry call home and the perfect location for your business, big or small, to thrive and prosper.",15,13,2008,1,0,Twofour54
381,"UAE Exchange Centre L.L.C",UAEXchange,"UAE Exchange was founded in 1980. The 35-year plus young financial institution has today, grown into one of the leading global remittances, Foreign Exchange and payment solutions brands in the world. Headquartered in Abu Dhabi, the brand has spread its footprint across 31 countries in 5 continents with close to 800 branches.",15,13,1980,1,0,UAEXchange
382,"Unibeton Ready Mix",Unibeton,"Unibeton is the leading ready mix solution provider in GCC with the most extensive material testing capabilities in the region to ensure full compliance with the most stringent specifications. Being the pioneers in the realm of Self Compacting Concrete and Green Concrete , UNIBETON has an excellent track record in the construction industry in GCC region including UAE, KSA and has offices in India, Turkey, Oman, Morocco, Kazakhstan and  South Korea. UNIBETON is the nominated supplier for many mega projects all over the GCC, and is considered for international projects all over the world (Panama, Kuwait, Turkmenistan, Peru, Malaysia etc.). Globally renowned for its efficiency and demand-response system, UNIBETON’s unparalleled growth is recognized by numerous prestigious global accolades like Stevie Awards based on the Excellence Model of the European Foundation for Quality Management, Dubai Quality Appreciation Award, Dubai MRM Business Award, Shaikh Khalifa Award etc, which only a handful of international manufacturers across the globe can be proud of.",,13,1980,1,0,Unibeton
383,"UNIKAI Foods",UNIKAI,"We are Unikai Foods PJSC, among the largest and most diversified FMCG companies in the Middle East and North Africa (MENA). Back in 1977, when the country itself was taking baby steps, its need for quality pasteurized dairy products was felt. Thus was born Unikai, established and inaugurated by His Highness the then Ruler of Dubai, Sheikh Rashid bin Saeed Al Maktoum.",23,13,1977,1,0,UNIKAI
384,"Universal Hospitals",UHS,"We are a team of highly-qualified and experienced multinational medical professionals dedicated to serve patients with individualized attention and compassionate care through the Wings of Wellness. The Abu Dhabi facility houses 18 Departments in 37 clinical floors of the two towers in the center of the city, providing evidence-based clinical care to over 187 different nationalities, who call the UAE home. We believe that harmony is built around diversity. Our multidisciplinary approach to healthcare expresses how the teams from different departments work smoothly alongside each other to provide the best care for your overall well-being. Today, Universal Hospital has grown not only as a leading ealthcare provider across the UAE but also as a specialized and dedicated family who value preventive healthcare evident in our screening programs. As our way of giving back to the community, we organize health awareness campaigns throughout the year, providing free health services to the populace.",19,13,2013,1,0,UHS
385,"Valtrans Transportation Systems & Services ",Valtrans,"Valtrans Transportation Systems and Services has been meeting the need for innovative and efficient transportation services solutions since 2003. We are the first company in the Gulf region to integrate network transportation solutions with hospitality.

Through a combination of clear-cut approaches and sophisticated technology, we deliver exceptional services to our clients, putting customer service at the forefront of everything we do, which sets us apart from our competitors, enabling the rapid growth of our company.",5,13,2003,1,0,Valtrans
386,"Western Motors (Al Fahim)","Western Motors","Western Motors (formerly known as Al Jallaf Trading) represents over 35 years of automotive excellence in the United Arab Emirates market. Western Motors is the sole distributor of Chrysler Jeep and Fiat in the emirate of Abu Dhabi, and the authorized distributor of Ankai buses in the UAE market as well.",7,13,1976,1,0,Western_Motors
387,"World Security","World Security","World Security is an award winning, full spectrum, security solutions provider. Be it major national assets, such as the Jebel Ali Port and Free Zone and the Dubai Cruise terminal, or businesses of international repute, World Security provides comprehensive security solutions across the United Arab Emirates. In existence from as early as 1975 as the security division of the Ports, Customs and Free Zone Corporation (PCFC), the company began commercial operations under the name Dubai Security Services in May 2004 and was assigned the task of upholding international and national security standards while catering to the diverse security needs of a growing international port and free zone. Today, our diverse portfolio includes clients from the industrial, commercial and financial sectors with individually unique requirements, all served with equal expertise. Broadly, the services we provide are: Asset protection and Manned guarding Event security Cash and valuables in transit Video surveillance system Access control and identity management system Parking management system Alarm and intercom system Maritime security",15,13,2003,1,0,World_Security
388,"Yateem Eye Centre",Yateem,"The Yateem Eye Center, is the brainchild of UAE’s leading optical expert; Mr. Nasser A Yateem. As the executive president of Yateem Opticians – retail optical chain, he has identified the need for a specialty eye care center in UAE which will meet the needs of the growing population in the region. Having served the eye care needs of the market for over 100 years, he now aims to provide a comprehensive eye care solution through this facility.",19,13,2016,1,0,Yateem
389,"Zoo & Aquarium Public Institution Al Ain",ZAPIA,"Al Ain Zoo was founded in 1968 by Sheikh Zayed bin Sultan Al Nahyan, the founder of the UAE. Being concerned about the wildlife and nature of his homeland all his life, the late Sheikh Zayed established this unique Zoo in the Middle East with the vision of creating natural habitats for animals to live freely. Since its founding, Al Ain Zoo has been a centre of conservation and endangered species. In line with this vision, UAE President His Highness Sheikh Khalifa bin Zayed Al Nahyan established the Zoo and Aquarium Public Institution in Al Ain in 2005.",24,13,1968,1,0,ZAPIA
390,"Qatar Aluminum Manufacturing Company",QAMCO,"Qatar Aluminum Manufacturing Company (QAMCO) is a Qatari Public Shareholding Company incorporated on December 3, 2018 under commercial registration number 126659. The principal activity of the Company is to operate as a holding company. Headquartered in Doha, Qatar, QAMCO was founded by Qatar Petroleum, as the sole founder, under Article 68 of the Commercial Companies Law, to own its 50% stake in Qatalum, a highly profitable producer of aluminium.",10,9,2018,1,0,qamco
391,"Abu Dhabi Marine Operating company ADMA- OPCO","ADMA- OPCO",,24,13,,0,0,abu_dhabi_marine_operating_company
392,"Abu Dhabi University",ADU,,28,13,2003,0,0,ADU
393,"Acer Computer (ME) Ltd.",acer,,8,13,,0,0,acer
394,"Abu Dhabi Commercial Properties",ADCP,,17,13,,0,0,adcp
395,"Adeeb Electrical & Electronics Services Co.",adeeb,,16,13,,0,0,adeeb
396,ADNATCO-NGSCO,ADNATCO-NGSCO,,1,13,,0,0,ADNATCO_NGSCO
397,"ADNOC Medical Services",ADNOC,,19,13,,0,0,ADNOC_health_care
398,"Abu Dhabi Securities Exchange ","ADX Securities",,6,13,,1,0,adx_securities
399,"Agility Abu Dhabi PJSC","Agility Abu Dhabi",,5,13,2008,1,0,agility_abudhabi
400,"Agthia Group Company ",PJSC,,23,13,2004,1,0,agthia_group_company
401,"Ahalia Hospital","Ahalia Hospital",,19,13,,1,0,Ahalia_Hospital
402,"Akar Landscaping Services and Agriculture ","Akar Landscaping Services and Agriculture ","AKAR Landscaping Services and Agriculture (AKAR) was founded in the City of Al Ain in the United Arab Emirates in the year 2001. The Company started in the Commercial Agriculture Business which supplied the local market with outdoor and commercial landscaping services. With the determination and hard work of our young AKAR team we started working on various landscaping projects which included the design, development, operation & maintenance of landscape facilities, development of commercial nurseries, pest control management and related services by utilizing the lates and most modern technology, innovative ideas & resource management. Through intensive employee training; we gained an immense experience in the field of agriculture and landscape. AKAR always stands by our services and guarantee delivery of our services at the highest quality standards to always meet and even exceed our client satisfaction.",23,13,,1,0,Akar_Landscaping_Services_and_Agriculture
403,"Al Ain Distribution Company",AADC,"Al Ain Distribution Company (AADC) is a public joint stock company registered and incorporated in the United Arab Emirates under Law No 2 of 1998 on 1 January 1999 with Head Office at Al Ain. AADC is a wholly owned subsidiary of Abu Dhabi Water and Electricity Authority with a fully paid capital of AED Billion 1,530,000,000.",12,13,1999,1,0,aadc
404,"Al Ain Feed Mill","Al Ain Feed Mill","Al-Ain feed mill co. Ltd. is a grain processing plant built in 2010-2011 and is located in the United Arab Emirates. The feed mill is a modular design. The plant is built to produce feed for their own herds. The installation can produce more than 100 variations of feeds. The factory has a capacity of 10 tonnes per hour.",23,13,2010,1,0,alainfeed
405,"Al Ain Hospital","Al Ain Hospital","Al Ain Hospital consists of more than 35 specialist departments with a total of more than 300 doctors. Our Hospital is a 402-bed acute care and emergency hospital, serving Al Ain community and its region.  With more than 20,000 inpatients, and 320,000 patients in our outpatient clinics on an annual basis, we are a key regional healthcare provider for multidisciplinary ambulatory diagnostics and treatment.",19,13,,1,0,alainhospital
406,"Al Ain Sports Club",AASCC,"Established in the City of Al Ain in 1968, AASCC has contributed significantly to development of the city’s sports infrastructure. The Club has been serving as a catalyst for unlocking all potential possibilities and empowering talented athletes to participate and compete in local, regional and international tournaments and so for titles. Truthful to its name, AASCC also adopts a dual role of enhancing local cultural values while fulfilling its social responsibilities by promoting sports as part of a healthy lifestyle in the community.",24,13,1968,1,0,aascc
407,"Al Ain Vegetable Processing & Canning Factory","Al Vegetable","Al Ain Vegetable Processing & Canning Factory engages in production and distribution of frozen vegetables, canned beans, tomato paste and juices. The company was founded in 1986 and is based in Al Ain, United Arab Emirates. As of January 15, 2008, Al Ain Vegetable Processing & Canning Factory operates as a subsidiary of Emirates Foodstuff & Mineral Water P.J.S.C.",23,13,1986,1,0,alainvegetable
408,"Al Ajban Poultry Farm","Al Ajban Poultry Farm","Since our launch in 1981, we have always aimed to provide high-quality and safe poultry products that taste great. We achieve this with the support of our teams (from the farms to our points of sales), who monitor, verify, and test the products. ",23,13,1981,1,0,alajban
409,"Al Ansari Exchange","Al Ansari ","Al Ansari Exchange L.L.C, a leading exchange company in the UAE with the largest branch network started as an offshoot of a flourishing general trading business of the Al Ansari family almost 60 years ago, primarily to meet the foreign exchange and remittance needs of their trading partners and customers, at a time when formal banking was yet to be established in the Country.",6,13,1966,1,0,ansari
410,"Al Barakah Holding","Al Barakah Holding","A leading investment and development company headquartered in Abu Dhabi, United Arab Emirates. Founded as privately held corporation in 2006, Al Barakah has relentlessly increased its services offering and manpower capacity to thousands.",21,13,2006,1,0,albarakah
411,"Al Benaa Real Estate Investment- PJSC","Al Benaa Real Estate","Al Benaa Real Estate Investment Co. (PJSC) is an Abu Dhabi-based company, established in 2006 and owned 100% by UAE National Investors, who are prominent for being leading business leaders in the UAE.",17,13,2006,1,0,albenaa
412,"Al Dhabi Contracting","Al Dhabi Contracting","Dhabi Contracting LLC. was established in 1983 as a 'Special Category' in the U.A.E. It is one of the best-developed and modernized contracting companies in the United Arab Emirates. It was established by forming a highly motivated team of engineers and support staff with long track records in the UAE. It has built its reputation by introducing innovative state of art technologies in concept, development, design, planning, scheduling and execution of projects.",18,13,1983,1,0,dhabi_contracting
413,"Beach Rotana Hotel and Towers","Beach Rotana Hotel and Towers",,24,13,,1,0,beach_rotana_hotel_and_towers
414,"Bin Mansour Plastic Factory ","Bin Mansour Plastic Factory ",,7,13,,1,0,bin_mansour_plastic_factory
415,"British Orchard Nursery ","British Orchard Nursery ",,28,13,,1,0,british_orchard_nursery_
416,"Bristol Fire Engineering LLC","Bristol Fire Engineering LLC",,18,13,,0,0,bristol_fire_engineering_llc
417,"Burjeel Hospital","Burjeel Hospital",,19,13,,1,0,burjeel_hospital
418,"Al Fara'a General Contracting Company",AFGCO,"Our business activities focus on the long term, we are a multi-local and multi-cultural group. AL FARA’A GENERAL CONTRACTING COMPANY LLC (AFGCO) is a major player in the construction sector, employing more than 18,000 people in the Middle East and Asia Pacific. We design, build infrastructure and facilities that help improve daily life and mobility for all.",18,13,1980,1,0,alfaraa
419,"Al Firas General Contracting ","Al Firas","Established in 1988, Al Firas is a leading contracting company based in Abu Dhabi.As a trusted and known contractor, Al Firas delivers sustainable projects of high quality, including High Rise Commercial and Residential Buildings, Schools, Universities, Factories, Labour Camps and Villas.At Al Firas, we deliver projects to our clients within a specified time frame whilst adhering to excellent health, safety and environmental standards. Quality work and innovation ensure our continued success as a NEAT BUILDER in the industry.",18,13,1988,1,0,alfiras
420,"Central Motors & Equipment (Al Fahim)","Central Motors & Equipment (Al Fahim)",,16,13,,1,0,central_motors_equipment
421,"China State Construction Engineering Corporation LTD Middle East LLC","China State Construction Engineering Corporation L",,18,13,,1,0,china_state_construction_engineering_corporation_ltd_middle_east_llc
422,"Al Ghadeer Pure Water Factory LLC","Al Ghadeer","Al Ghadeer is a pure bottled water company based in Al Ain, the land known for its fertile oasis. Our company is licensed from the General Industry Organization, Abu Dhabi and has obtained a commercial manufacturing license since 1999. We have a product line which includes five-gallon,125ml, 200ml and 200ml bottles. The factory is equipped with state of the art technology to monitor and test water quality in all phases of production.",23,13,1999,1,0,ghadeer
423,"Cirta Electro Mechanical Contracting Maintenance","Cirta Electro Mechanical Contracting Maintenance",,23,13,,1,0,cirta_electro_mechanical_contracting_maintenance
424,"City Transport","City Transport",,5,13,,1,0,city_tranport
